bathrooms,bedrooms,interest_level,price,Elevator,CatsAllowed,HardwoodFloors,DogsAllowed,Doorman,Dishwasher,NoFee,LaundryinBuilding,FitnessCenter,Pre-War,LaundryinUnit,RoofDeck,OutdoorSpace,DiningRoom,HighSpeedInternet,Balcony,SwimmingPool,LaundryInBuilding,NewConstruction,Terrace
1.0,0,0,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,2495,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.0,3,0,4100,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,1,0,4700,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,2,2775,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,1,3895,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,2,2300,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,0,4995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,2,4332,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
2.0,3,0,4000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3095,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,1,0,2450,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,3195,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,1,3695,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
1.0,0,0,2695,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1.0,3,1,2950,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1,0,2850,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,2,2,2995,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1.0,0,2,2098,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,2,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,4,0,6200,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,3,1,3941,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,2,2720,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
1.0,2,0,4195,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1.0,2,0,2740,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,0,2500,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2239,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1.0,2,0,4250,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,1,4500,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2,1,2795,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.0,2,0,2696,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3495,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2.0,2,0,4670,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0
1.0,3,1,3500,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,0,4950,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0
1.0,0,0,2650,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,2,2500,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2700,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2295,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2570,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,3,0,4500,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,0,1695,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2284,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,2,0,3295,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2150,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,0,6272,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1.0,1,0,3535,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,0,3695,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,3,1,5000,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1.0,0,0,3346,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,3,0,3600,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,2,0,3995,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2.0,2,0,4495,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1.0,1,2,2350,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,1,3050,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
1.0,2,1,3250,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
2.0,3,0,6375,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.0,0,0,3150,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,0,4495,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,0,5000,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0
1.0,2,2,1800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2400,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0
2.0,2,0,4395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3795,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,0,4800,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1,0,4495,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3100,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,2,1775,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2350,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,0,2,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,4,0,13700,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1.0,2,0,2960,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3,0,10000,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0
2.0,3,0,6100,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0
1.0,1,1,4750,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0
1.0,2,1,2100,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
2.0,2,0,9500,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.0,3,0,5250,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0
1.0,3,1,3850,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3,0,10250,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,0,0,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,4,0,5200,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
1.0,0,0,2075,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,4895,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
2.0,2,0,3200,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2400,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,2,1900,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1
1.0,2,0,2175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,0,3999,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0
1.0,1,0,2150,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,2,2,2475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,0,3400,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2.0,0,0,6800,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1.0,2,1,3000,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1,0,3550,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,0,4995,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,2,1875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,4,1,2595,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,4,0,6100,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1.0,2,0,2600,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2600,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,4295,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,3200,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2600,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3295,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,0,1,1755,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.5,3,1,3507,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1.0,3,0,2200,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,2,2050,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,0,4200,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,0,0,2050,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2475,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2250,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3300,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,2,1,2195,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,2,1,3450,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,1,0,2500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,2,0,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3995,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2300,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1.0,2,0,3100,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,1,5100,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1.0,4,1,5400,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,15000,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1
1.0,2,0,3250,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1
2.0,3,0,5000,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0
1.0,2,1,2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,1550,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,2,0,12500,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0
1.0,2,0,4875,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,2200,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5,3,0,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,1,3000,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2.0,1,2,1575,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0
1.0,2,1,2650,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,3,0,3900,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
1.0,0,0,2300,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,1,3641,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1.0,2,0,2950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,0,3350,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2400,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
1.0,0,0,2825,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,0,4535,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0
1.0,2,1,3370,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1,1,3250,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
1.0,4,1,5795,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1
1.0,2,0,4900,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,0,0,2075,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2300,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0
1.0,2,0,3126,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
1.0,2,1,3200,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
1.0,2,0,3100,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
1.0,2,0,5000,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2.0,3,0,4500,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3695,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1.0,0,1,2300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,0,6275,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,1,3500,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
1.0,0,0,2250,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3400,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1
1.0,1,0,3625,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0
1.0,1,0,3527,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1,0,2275,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,2,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,1875,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2900,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3100,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1.0,1,2,2954,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,3,0,3800,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
1.0,2,0,3625,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,0,10650,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
1.0,1,0,3126,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.0,1,0,3325,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2100,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1.0,2,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,0,11950,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2980,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1,0,2850,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,2885,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
1.0,1,0,2950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,0,0,2650,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3475,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,2,0,5815,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,2050,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,0,4600,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,0,9200,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1.0,3,0,4550,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1.0,1,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2500,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,1,2,2500,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1.0,1,0,2675,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3645,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2179,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,4500,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,0,3950,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,1,0,2595,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0,3350,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,2,0,2200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,2,2850,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,0,3275,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,4,0,3350,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,4,1,7995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3600,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1,0,5645,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1
1.0,1,1,1725,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,4,0,5800,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,2,3000,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,0,6895,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1.0,0,1,2350,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3650,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,4,0,5000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3973,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,0,4395,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,1,2999,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2595,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3695,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3.5,4,0,7500,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0
1.0,1,1,2295,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3164,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
1.0,1,2,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,0,5600,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2750,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,2,1,3500,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1
1.0,1,0,5165,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,4400,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,0,1650,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,1300,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,2,1980,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,2,0,6500,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0
1.0,3,0,3733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,4,0,15000,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1
1.0,0,1,2400,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1.0,0,1,1850,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2500,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,1,2045,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2650,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3745,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1.0,2,0,5595,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,1750,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,1,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,3500,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1,0,3300,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
1.0,0,0,2790,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.0,2,1,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,1,3200,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,1,4500,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,2,1,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,3200,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1.0,0,0,2290,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3895,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
1.0,1,2,2200,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3200,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,4455,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1.0,1,0,3697,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,2,2,5700,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1.0,2,1,3400,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0
1.0,1,0,2550,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3200,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.0,3,0,6320,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0
